Ciment,Argile,Alumine,Verre,Chamotte,Conductivité thermique,Résistance Mécanique
6.48,7.23,42.53,26.06,17.7,0.18,22.11
6.3,7.12,42.67,25.61,18.29,0.18,22.11
6.3,6.8,42.62,26.11,18.17,0.18,22.11
6.56,6.5,45.0,22.79,18.71,0.18,22.11
6.99,6.6,42.99,25.22,18.19,0.18,22.11
5.53,7.48,45.0,23.01,18.58,0.18,22.11
7.41,6.48,45.0,23.37,17.68,0.18,22.11
5.86,7.14,44.57,23.85,18.57,0.18,22.11
6.77,7.41,43.11,24.4,18.31,0.18,22.11
5.29,6.8,44.67,25.38,17.86,0.18,22.11
7.45,6.95,44.34,22.91,18.35,0.18,22.11
6.45,7.23,45.0,23.32,17.83,0.18,22.11
5.81,6.9,45.0,23.66,18.16,0.18,22.11
5.88,6.67,44.41,25.09,17.94,0.18,22.11
7.16,6.67,43.36,24.06,18.75,0.18,22.11
6.45,7.06,42.98,24.8,18.71,0.18,22.11
6.08,6.38,43.57,25.46,18.51,0.18,22.11
6.46,6.36,44.89,24.49,17.79,0.18,22.11
7.05,7.23,43.01,24.81,17.9,0.18,22.11
6.88,6.63,45.0,23.4,17.92,0.18,22.11
6.79,7.19,43.67,23.97,18.38,0.18,22.11
7.23,6.81,44.37,23.12,18.46,0.18,22.11
5.47,7.3,44.43,25.14,17.66,0.18,22.11
6.77,6.61,43.18,25.14,18.31,0.18,22.11
6.18,7.12,44.07,24.03,18.58,0.18,22.11
6.67,6.66,45.0,23.04,18.47,0.18,22.11
5.69,6.51,42.59,26.56,18.65,0.18,22.11
6.95,7.27,43.41,24.24,18.12,0.18,22.11
5.77,6.6,45.0,23.28,18.49,0.18,22.11
6.07,7.31,45.0,23.19,18.27,0.18,22.11
6.26,7.12,44.29,24.22,18.11,0.18,22.11
5.53,8.92,43.64,23.8,18.12,0.19,23.16
5.76,9.07,44.22,23.11,17.84,0.19,23.16
5.68,9.46,43.58,22.9,18.39,0.19,23.16
6.24,9.05,43.22,23.17,18.31,0.19,23.16
6.51,9.67,43.38,22.81,17.64,0.19,23.16
5.36,10.0,42.81,24.13,17.64,0.19,23.16
5.9,8.98,43.01,24.57,17.53,0.19,23.16
5.64,9.62,42.51,24.65,17.57,0.19,23.16
5.84,8.85,43.24,23.57,18.5,0.19,23.16
6.05,9.3,42.85,23.31,18.5,0.19,23.16
5.76,10.0,42.61,22.72,18.48,0.19,23.16
5.44,10.0,43.16,23.06,17.74,0.19,23.16
6.05,9.06,42.58,23.76,18.56,0.19,23.16
5.0,9.76,42.9,23.77,18.59,0.19,23.16
5.63,9.54,44.1,23.13,17.59,0.19,23.16
5.39,8.97,42.89,24.38,18.37,0.19,23.16
5.61,9.08,42.87,24.18,18.26,0.19,23.16
5.57,9.76,42.51,23.69,18.47,0.19,23.16
7.24,8.85,43.57,22.56,17.77,0.19,23.16
9.77,6.46,43.18,22.91,17.67,0.19,21.92
8.08,7.34,43.63,23.31,17.65,0.19,21.92
8.77,6.3,42.72,23.99,18.2,0.19,21.92
8.65,6.36,42.76,24.4,17.83,0.19,21.92
8.37,6.81,43.22,24.07,17.53,0.19,21.92
9.01,6.88,43.2,23.37,17.54,0.19,21.92
10.39,6.5,42.96,22.62,17.53,0.19,21.92
8.49,6.6,43.78,22.84,18.29,0.19,21.92
8.95,7.02,43.23,22.81,17.98,0.19,21.92
8.1,6.41,44.17,23.42,17.89,0.19,21.92
8.02,6.28,43.94,23.26,18.51,0.19,21.92
7.93,6.47,44.1,23.82,17.69,0.19,21.92
8.64,6.48,43.07,24.26,17.55,0.19,21.92
7.79,7.04,43.63,23.03,18.51,0.19,21.92
7.65,7.42,42.51,24.16,18.26,0.19,21.92
9.29,6.34,42.55,23.85,17.98,0.19,21.92
8.97,6.35,42.59,23.98,18.11,0.19,21.92
10.4,6.82,42.56,22.71,17.52,0.19,21.92
10.25,6.3,43.14,22.77,17.55,0.19,21.92
8.7,6.37,44.43,22.85,17.66,0.19,21.92
7.89,6.85,42.7,25.0,17.56,0.19,21.92
8.76,6.29,43.24,23.97,17.75,0.19,21.92
8.07,6.49,43.36,24.2,17.88,0.19,21.92
8.07,6.3,44.02,23.96,17.65,0.19,21.92
8.66,7.12,43.46,22.75,18.01,0.19,21.92
8.67,7.16,43.63,22.94,17.61,0.19,21.92
8.81,6.75,43.16,23.12,18.17,0.19,21.92
7.56,6.88,43.06,24.19,18.31,0.19,21.92
8.19,7.09,42.69,23.88,18.15,0.19,21.92
8.84,6.37,43.73,23.15,17.9,0.19,21.92
7.51,6.42,42.66,25.69,17.71,0.19,21.92
8.11,7.16,43.69,22.71,18.32,0.19,21.92
10.01,6.4,42.54,23.12,17.93,0.19,21.92
7.91,6.87,42.57,24.9,17.75,0.19,21.92
8.55,6.81,43.25,23.0,18.4,0.19,21.92
8.15,7.09,42.56,23.92,18.28,0.19,21.92
9.22,7.33,43.11,22.52,17.81,0.19,21.92
5.46,8.61,42.6,22.89,20.0,0.22,23.47
5.95,7.67,43.13,23.68,19.58,0.22,23.47
7.26,8.26,42.66,22.51,19.3,0.22,23.47
5.96,7.88,42.7,23.15,20.0,0.22,23.47
5.23,7.83,45.0,22.91,18.86,0.22,23.47
5.96,8.64,43.86,22.51,19.03,0.22,23.47
6.77,7.58,44.11,22.78,18.76,0.22,23.47
6.13,8.5,43.17,23.04,19.16,0.22,23.47
5.97,8.37,42.89,23.74,19.02,0.22,23.47
5.52,7.53,43.89,23.76,19.28,0.22,23.47
5.09,8.39,44.38,23.35,18.79,0.22,23.47
5.74,7.93,42.59,23.71,20.0,0.22,23.47
6.53,8.57,42.99,22.85,19.06,0.22,23.47
6.49,8.0,43.27,22.61,19.63,0.22,23.47
5.74,7.83,43.34,23.8,19.29,0.22,23.47
6.74,7.52,43.85,22.71,19.17,0.22,23.47
5.88,7.64,43.45,23.68,19.35,0.22,23.47
5.52,7.58,44.47,22.58,19.86,0.22,23.47
6.34,7.68,43.76,23.37,18.85,0.22,23.47
7.13,8.01,42.51,23.19,19.16,0.22,23.47
6.55,6.78,42.83,23.46,20.0,0.22,22.44
6.37,6.52,43.46,23.59,20.0,0.22,22.44
5.72,6.47,44.11,23.21,20.0,0.22,22.44
6.66,6.8,43.24,22.53,20.0,0.22,22.44
5.17,6.85,45.0,22.77,20.0,0.22,22.44
5.26,6.56,44.58,23.31,20.0,0.22,22.44
5.87,6.41,43.41,23.88,20.0,0.22,22.44
7.09,6.94,43.4,22.76,19.81,0.22,22.44
5.86,6.47,45.0,22.63,19.54,0.22,22.44
5.37,6.46,43.46,24.3,20.0,0.22,22.44
6.8,7.14,42.85,23.28,19.93,0.22,22.44
5.97,7.3,42.74,24.24,19.75,0.22,22.44
6.84,6.46,43.96,23.42,19.32,0.22,22.44
6.84,6.38,42.99,24.58,19.21,0.22,22.44
7.47,6.36,43.19,23.2,19.77,0.22,22.44
5.79,6.86,45.0,22.88,19.29,0.22,22.44
6.82,6.51,42.7,24.67,19.3,0.22,22.44
7.07,6.46,43.01,23.19,20.0,0.22,22.44
5.58,6.31,44.88,24.22,19.01,0.22,22.44
6.22,7.36,43.95,23.41,19.05,0.22,22.44
5.44,7.03,45.0,22.74,19.19,0.22,22.44
6.09,6.27,45.0,22.62,18.89,0.22,22.44
6.28,7.49,42.87,24.44,18.92,0.22,22.44
6.29,6.41,43.89,22.51,20.0,0.22,22.44
7.06,6.35,42.97,24.78,18.84,0.22,22.44
5.65,6.49,45.0,23.7,19.13,0.22,22.44
6.71,6.98,42.97,24.09,19.24,0.22,22.44
6.41,6.42,44.62,23.35,19.21,0.22,22.44
6.84,7.17,42.55,23.78,19.67,0.22,22.44
5.0,6.46,44.83,24.28,19.42,0.22,22.44
7.31,6.33,44.15,22.74,19.47,0.22,22.44
5.83,6.68,43.56,23.4,20.0,0.22,22.44
5.88,7.39,43.34,24.16,19.24,0.22,22.44
5.77,7.06,44.73,22.86,19.57,0.22,22.44
5.24,7.27,44.79,22.78,19.92,0.22,22.44
5.98,7.4,43.81,24.0,18.82,0.22,22.44
7.17,6.94,44.33,22.68,18.88,0.22,22.44
5.85,6.56,43.52,24.27,19.8,0.22,22.44
6.1,6.69,43.8,23.78,19.63,0.22,22.44
5.52,7.01,44.17,23.37,19.94,0.22,22.44
6.44,6.66,43.71,24.12,19.08,0.22,22.44
5.56,6.97,43.36,24.85,19.26,0.22,22.44
5.92,5.79,45.0,22.97,16.65,0.22,20.83
5.73,5.67,45.0,23.41,16.74,0.22,20.83
6.93,5.97,45.0,23.19,16.46,0.22,20.83
7.02,5.91,44.93,24.93,17.21,0.22,20.83
7.15,5.51,45.0,24.18,16.61,0.22,20.83
6.95,5.96,45.0,24.99,16.72,0.22,20.83
7.43,5.89,45.0,23.91,16.72,0.22,20.83
7.36,5.49,45.0,24.44,17.49,0.22,20.83
6.16,5.87,45.0,23.18,16.54,0.22,20.83
6.91,5.46,45.0,24.53,16.35,0.22,20.83
6.97,5.48,45.0,24.64,17.4,0.22,20.83
6.9,6.01,45.0,24.46,16.64,0.22,20.83
7.32,5.88,45.0,24.04,17.24,0.22,20.83
6.09,5.61,44.7,26.74,16.87,0.22,20.82
6.55,5.19,44.03,26.77,17.46,0.22,20.82
6.79,5.83,44.29,26.65,16.45,0.22,20.82
6.08,5.44,45.0,26.37,16.29,0.22,20.82
6.52,5.26,44.24,26.93,17.04,0.22,20.82
7.04,5.96,43.18,26.6,17.21,0.22,20.82
5.96,6.05,43.12,27.49,17.38,0.22,20.82
5.66,6.11,45.0,25.02,16.64,0.22,20.82
6.68,5.72,44.76,26.13,16.71,0.22,20.82
7.32,5.32,44.11,26.79,16.46,0.22,20.82
6.13,5.75,44.28,27.3,16.54,0.22,20.82
6.54,5.74,43.57,26.75,17.4,0.22,20.82
5.38,6.2,45.0,25.42,17.24,0.22,20.82
6.71,6.19,44.34,25.91,16.86,0.22,20.82
7.49,5.06,44.65,26.5,16.3,0.22,20.82
7.29,5.64,44.52,26.15,16.4,0.22,20.82
7.38,5.53,44.02,26.77,16.31,0.22,20.82
7.19,5.6,44.16,26.01,17.04,0.22,20.82
6.46,6.14,43.13,26.88,17.39,0.22,20.82
5.58,5.8,44.11,27.24,17.28,0.22,20.82
6.02,6.14,43.66,26.73,17.45,0.22,20.82
7.31,5.05,43.6,26.81,17.22,0.22,20.82
6.36,5.68,44.76,26.68,16.53,0.22,20.82
5.59,5.49,45.0,26.92,16.55,0.22,20.82
5.89,6.02,44.84,26.89,16.35,0.22,20.82
7.03,6.25,43.18,26.17,17.36,0.22,20.82
5.27,6.11,45.0,26.11,16.65,0.22,20.82
5.49,9.25,42.87,23.06,19.33,0.23,23.48
5.55,9.1,43.88,22.6,18.87,0.23,23.48
5.0,9.65,42.71,23.48,19.23,0.23,23.48
5.85,9.69,42.57,22.95,18.93,0.23,23.48
5.51,8.88,42.71,23.19,19.71,0.23,23.48
5.36,9.11,43.89,22.69,18.95,0.23,23.48
5.99,9.75,42.52,22.94,18.79,0.23,23.48
6.42,9.12,42.68,22.71,19.07,0.23,23.48
7.53,8.38,42.59,22.71,18.79,0.23,23.2
5.88,6.33,43.17,25.45,19.17,0.23,22.44
5.0,7.13,43.45,25.61,18.83,0.23,22.44
5.86,6.49,42.85,25.11,19.69,0.23,22.44
5.19,6.96,42.92,26.01,18.92,0.23,22.44
5.22,6.86,42.57,25.68,19.67,0.23,22.44
7.92,6.36,42.63,23.64,19.45,0.23,22.24
9.06,6.64,42.63,22.8,18.88,0.23,22.24
7.94,6.61,42.87,22.73,19.85,0.23,22.24
7.72,6.69,43.19,23.11,19.29,0.23,22.24
8.2,6.36,42.99,23.62,18.83,0.23,22.24
8.86,6.83,42.62,22.93,18.76,0.23,22.24
8.0,7.12,43.3,22.79,18.78,0.23,22.24
8.65,6.75,42.92,22.88,18.81,0.23,22.24
7.99,6.31,43.12,23.18,19.4,0.23,22.24
7.69,7.33,43.26,22.68,19.04,0.23,22.24
7.14,5.65,43.95,27.45,15.81,0.23,20.82
7.08,5.81,45.0,26.6,15.32,0.23,20.82
7.07,5.69,44.81,27.14,15.29,0.23,20.82
6.71,5.86,45.0,25.02,15.85,0.23,20.82
10.0,5.51,43.33,24.6,16.56,0.24,20.87
7.56,5.36,45.0,24.64,17.24,0.24,20.87
9.68,5.43,43.39,24.15,17.35,0.24,20.87
8.69,5.84,44.66,23.73,17.08,0.24,20.87
9.17,5.3,43.79,24.3,17.44,0.24,20.87
9.46,6.23,43.08,24.83,16.41,0.24,20.87
8.96,5.22,45.0,22.93,16.87,0.24,20.87
9.55,6.04,44.67,22.74,17.0,0.24,20.87
8.97,5.62,45.0,23.49,16.44,0.24,20.87
9.98,6.13,43.82,22.59,17.49,0.24,20.87
9.15,5.49,44.02,25.0,16.35,0.24,20.87
9.11,5.87,44.41,24.12,16.49,0.24,20.87
8.22,6.09,44.73,23.88,17.07,0.24,20.87
9.53,5.88,44.07,23.92,16.6,0.24,20.87
8.86,6.07,43.49,24.21,17.36,0.24,20.87
9.97,5.72,43.14,24.11,17.06,0.24,20.87
9.32,5.99,44.15,23.6,16.93,0.24,20.87
8.38,6.19,45.0,22.9,16.38,0.24,20.87
8.92,5.93,43.18,24.97,17.0,0.24,20.87
7.88,5.88,45.0,22.53,17.16,0.24,20.87
9.65,5.52,44.26,24.22,16.35,0.24,20.87
9.29,5.67,44.85,23.44,16.75,0.24,20.87
9.58,5.94,42.99,24.86,16.63,0.24,20.87
9.56,6.22,43.34,23.8,17.08,0.24,20.87
8.31,5.76,44.45,24.58,16.9,0.24,20.87
7.68,5.62,45.0,24.49,17.1,0.24,20.87
9.95,5.89,42.94,24.51,16.7,0.24,20.87
9.48,5.67,44.68,22.96,17.2,0.24,20.87
9.23,6.11,43.67,23.88,17.11,0.24,20.87
7.77,5.26,43.82,26.03,17.12,0.24,20.86
8.7,6.06,43.86,25.06,16.32,0.24,20.86
9.22,5.28,42.72,26.03,16.74,0.24,20.86
7.88,5.97,44.41,25.29,16.45,0.24,20.86
8.94,6.05,42.65,25.6,16.76,0.24,20.86
9.07,6.0,42.52,26.07,16.34,0.24,20.86
8.3,5.39,43.68,26.14,16.5,0.24,20.86
8.49,6.1,42.86,25.53,17.02,0.24,20.86
9.2,5.16,43.76,25.49,16.38,0.24,20.86
8.77,5.87,43.36,25.75,16.26,0.24,20.86
9.84,5.1,43.24,25.41,16.42,0.24,20.86
6.8,6.08,44.04,24.37,18.71,0.24,20.82
6.09,5.81,44.97,24.48,18.65,0.24,20.82
7.11,5.87,45.0,23.43,18.03,0.24,20.82
5.7,6.0,45.0,24.27,17.63,0.24,20.82
6.42,6.24,45.0,23.06,17.68,0.24,20.82
5.47,5.53,45.0,23.28,18.17,0.24,20.82
6.93,5.26,45.0,23.17,17.96,0.24,20.82
6.4,5.82,45.0,24.28,17.88,0.24,20.82
6.14,6.0,44.69,24.74,18.43,0.24,20.82
7.09,5.8,44.78,23.89,18.44,0.24,20.82
7.44,5.79,45.0,22.72,17.87,0.24,20.82
5.6,5.79,45.0,24.61,18.0,0.24,20.82
7.28,5.96,45.0,22.84,17.94,0.24,20.82
6.74,6.0,44.52,24.21,18.52,0.24,20.82
7.36,5.43,45.0,23.17,18.14,0.24,20.82
7.03,5.97,45.0,24.2,17.54,0.24,20.82
7.0,5.79,45.0,23.87,18.3,0.24,20.82
7.21,5.49,44.09,25.27,17.94,0.24,20.8
5.28,5.29,44.08,27.09,18.25,0.24,20.8
6.16,5.86,43.37,26.75,17.87,0.24,20.8
6.28,5.8,43.31,25.97,18.63,0.24,20.8
7.37,5.04,43.56,26.32,17.7,0.24,20.8
6.21,5.78,43.13,26.67,18.21,0.24,20.8
6.46,5.5,42.8,26.95,18.29,0.24,20.8
6.95,5.32,42.51,27.48,17.73,0.24,20.8
6.97,5.67,42.97,26.8,17.58,0.24,20.8
6.53,5.49,42.77,27.5,17.7,0.24,20.8
5.47,5.49,43.96,26.75,18.33,0.24,20.8
5.9,6.21,43.38,26.46,18.05,0.24,20.8
5.61,6.25,44.76,25.45,17.93,0.24,20.8
6.41,5.34,43.24,27.43,17.58,0.24,20.8
6.52,5.73,42.89,26.21,18.66,0.24,20.8
6.14,5.4,43.66,27.16,17.64,0.24,20.8
5.77,5.87,45.0,25.66,17.66,0.24,20.8
6.51,5.53,43.32,26.34,18.3,0.24,20.8
6.79,6.2,42.83,25.64,18.55,0.24,20.8
5.92,5.74,43.1,26.93,18.3,0.24,20.8
5.77,5.63,42.91,27.1,18.59,0.24,20.8
6.73,5.76,43.59,25.29,18.62,0.24,20.8
6.63,5.65,43.45,26.53,17.73,0.24,20.8
6.9,5.95,44.02,25.01,18.13,0.24,20.8
5.99,5.9,43.18,27.42,17.51,0.24,20.8
6.52,5.89,43.08,26.35,18.16,0.24,20.8
6.13,5.24,44.15,26.46,18.02,0.24,20.8
5.81,5.23,45.0,25.03,17.83,0.24,20.8
7.48,5.0,42.7,26.55,18.41,0.24,20.8
6.84,5.51,43.17,26.71,17.78,0.24,20.8
5.47,6.05,44.26,25.84,18.38,0.24,20.8
7.67,5.63,45.0,22.83,16.19,0.25,20.87
9.58,6.12,44.76,23.4,16.14,0.25,20.87
9.45,5.89,44.68,24.23,15.74,0.25,20.87
9.29,5.84,43.93,24.7,16.25,0.25,20.87
8.91,5.52,45.0,23.55,16.09,0.25,20.87
9.71,6.24,43.78,24.31,15.96,0.25,20.87
9.76,6.12,43.66,24.41,16.05,0.25,20.87
9.13,5.5,45.0,24.28,15.92,0.25,20.87
9.17,6.15,44.76,24.29,15.62,0.25,20.87
9.74,6.16,43.38,24.52,16.2,0.25,20.87
8.27,5.73,44.83,24.99,16.19,0.25,20.87
9.57,6.19,42.8,25.68,15.77,0.25,20.86
8.03,5.85,43.75,26.33,16.04,0.25,20.86
8.16,6.23,43.02,26.7,15.89,0.25,20.86
7.8,5.98,44.18,26.47,15.58,0.25,20.86
8.61,6.14,43.77,26.3,15.19,0.25,20.86
8.75,5.14,43.93,26.19,15.99,0.25,20.86
8.91,5.68,43.63,26.06,15.71,0.25,20.86
8.45,6.25,43.63,25.73,15.93,0.25,20.86
8.76,5.79,44.34,25.42,15.69,0.25,20.86
9.75,5.07,42.88,27.34,15.0,0.25,20.86
9.28,5.51,42.54,27.09,15.58,0.25,20.86
8.83,6.02,42.79,26.94,15.42,0.25,20.86
8.77,5.65,42.6,26.98,16.0,0.25,20.86
8.77,5.65,42.72,26.84,16.03,0.25,20.86
8.32,5.02,44.15,27.05,15.46,0.25,20.86
9.17,6.0,43.77,25.8,15.26,0.25,20.86
8.52,5.73,43.42,26.44,15.89,0.25,20.86
8.68,6.11,42.54,27.11,15.56,0.25,20.86
9.4,5.4,43.92,26.11,15.17,0.25,20.86
9.23,6.22,42.57,27.31,15.0,0.25,20.86
9.49,5.23,42.63,26.58,16.07,0.25,20.86
8.4,6.24,42.7,26.74,15.91,0.25,20.86
9.93,5.04,43.68,25.18,16.17,0.25,20.86
8.43,5.68,43.19,27.04,15.66,0.25,20.86
7.99,5.33,43.38,27.1,16.2,0.25,20.86
12.2,5.84,42.8,22.72,16.44,0.25,20.83
10.16,5.7,44.04,22.64,17.46,0.25,20.83
11.26,5.96,43.5,22.87,16.41,0.25,20.83
10.94,5.31,43.3,23.07,17.39,0.25,20.83
10.85,5.05,42.62,24.39,17.08,0.25,20.83
11.44,5.29,43.88,22.79,16.6,0.25,20.83
10.93,5.99,42.98,23.17,16.93,0.25,20.83
10.14,5.5,43.61,24.18,16.57,0.25,20.83
12.02,5.75,42.91,22.84,16.48,0.25,20.83
10.24,5.55,44.0,23.64,16.58,0.25,20.83
11.15,6.21,42.94,22.84,16.86,0.25,20.83
10.94,6.16,43.08,22.68,17.15,0.25,20.83
10.04,5.65,43.45,23.54,17.32,0.25,20.83
10.04,5.45,45.0,22.94,16.46,0.25,20.83
11.73,5.72,43.07,22.97,16.51,0.25,20.83
10.76,5.16,43.52,23.98,16.58,0.25,20.83
11.24,5.98,42.57,23.92,16.28,0.25,20.83
11.36,5.0,42.96,23.9,16.97,0.25,20.83
10.42,5.06,43.08,24.96,16.48,0.25,20.83
10.85,5.32,43.57,23.31,16.96,0.25,20.83
10.51,5.81,43.62,23.59,16.48,0.25,20.83
11.42,5.99,42.9,23.03,16.67,0.25,20.83
11.05,5.07,43.51,23.04,17.33,0.25,20.83
10.12,5.2,43.13,25.22,16.33,0.25,20.81
11.99,5.79,42.69,23.8,15.73,0.26,20.83
10.76,5.8,43.66,23.61,16.16,0.26,20.83
11.26,5.92,43.67,23.14,16.02,0.26,20.83
10.75,5.67,44.26,23.22,16.1,0.26,20.83
10.83,5.24,44.64,23.16,16.13,0.26,20.83
10.69,5.38,45.0,22.69,15.34,0.26,20.83
10.58,6.12,42.78,24.89,15.64,0.26,20.83
10.77,5.49,44.42,23.53,15.79,0.26,20.83
12.26,6.21,43.46,22.75,15.32,0.26,20.83
12.38,6.14,43.0,23.4,15.08,0.26,20.83
10.06,5.47,44.51,23.74,16.21,0.26,20.83
12.43,5.16,42.7,23.88,15.84,0.26,20.83
11.69,5.46,43.01,23.98,15.86,0.26,20.83
11.21,6.06,42.6,24.5,15.62,0.26,20.83
12.47,5.73,42.94,22.85,16.01,0.26,20.83
12.41,6.18,42.62,22.79,15.99,0.26,20.83
10.11,5.42,43.83,24.95,15.68,0.26,20.83
11.58,6.21,42.66,24.48,15.07,0.26,20.83
11.58,5.73,43.83,22.87,15.99,0.26,20.83
11.66,5.07,43.84,23.35,16.08,0.26,20.83
11.83,5.0,43.73,24.08,15.46,0.26,20.83
10.24,6.09,44.72,23.37,15.58,0.26,20.83
8.0,6.19,44.15,23.33,18.33,0.26,20.82
8.52,5.44,43.99,24.33,17.72,0.26,20.82
9.39,5.85,43.23,23.97,17.56,0.26,20.82
9.02,6.23,43.66,23.26,17.84,0.26,20.82
8.75,6.15,43.73,23.62,17.74,0.26,20.82
9.94,5.07,43.95,23.38,17.66,0.26,20.82
8.72,5.71,43.03,23.93,18.61,0.26,20.82
9.33,5.78,44.11,23.18,17.6,0.26,20.82
7.71,6.0,43.95,23.7,18.63,0.26,20.82
7.7,5.83,44.63,23.89,17.95,0.26,20.82
8.0,5.03,44.11,24.92,17.95,0.26,20.82
9.81,5.39,43.03,23.2,18.56,0.26,20.82
9.25,5.68,42.87,23.96,18.24,0.26,20.82
8.03,5.53,45.0,22.98,18.25,0.26,20.82
8.1,5.66,44.9,22.83,18.51,0.26,20.82
9.51,5.37,43.56,23.82,17.74,0.26,20.82
8.36,5.69,45.0,23.17,17.53,0.26,20.82
8.45,5.99,43.22,23.73,18.61,0.26,20.82
9.93,5.32,43.46,22.76,18.52,0.26,20.82
9.21,5.05,44.44,23.36,17.94,0.26,20.82
8.52,6.03,42.84,24.63,17.97,0.26,20.82
7.95,5.86,43.34,24.79,18.06,0.26,20.82
9.24,6.0,42.61,24.04,18.11,0.26,20.82
8.9,5.57,43.93,23.35,18.24,0.26,20.82
9.7,6.05,43.44,23.27,17.55,0.26,20.82
11.61,5.1,42.87,25.08,15.33,0.26,20.81
11.07,5.63,42.52,25.59,15.19,0.26,20.81
10.42,6.11,43.06,25.63,15.0,0.26,20.81
11.06,5.34,42.96,25.16,15.47,0.26,20.81
10.23,5.0,43.45,26.08,15.3,0.26,20.81
8.12,5.09,42.58,25.71,18.5,0.26,20.8
7.89,5.66,42.63,25.17,18.66,0.26,20.8
8.52,5.33,43.11,25.21,17.84,0.26,20.8
8.47,5.3,43.2,25.32,17.71,0.26,20.8
8.3,5.02,42.58,26.26,17.83,0.26,20.8
7.71,5.76,42.82,25.8,17.92,0.26,20.8
7.95,5.41,42.78,25.99,17.87,0.26,20.8
7.64,5.43,44.14,25.18,17.6,0.26,20.8
8.16,5.04,43.1,25.72,17.99,0.26,20.8
11.2,5.59,42.57,23.13,17.51,0.27,20.78
10.25,5.2,43.7,23.29,17.56,0.27,20.78
10.45,6.04,42.92,22.63,17.95,0.27,20.78
11.2,5.0,43.07,22.61,18.14,0.27,20.78
10.19,5.25,43.33,23.15,18.08,0.27,20.78
10.42,5.43,42.75,23.42,17.98,0.27,20.78
7.84,9.3,43.94,22.3,16.61,0.28,23.0
8.23,10.0,42.86,21.82,16.62,0.28,23.0
8.53,9.34,43.5,21.93,16.69,0.28,23.0
8.74,8.77,44.23,21.59,16.66,0.28,23.0
9.86,8.85,43.46,20.64,17.19,0.28,23.0
7.93,10.0,43.44,21.43,17.16,0.28,23.0
9.64,9.36,42.57,21.83,16.59,0.28,23.0
8.12,9.89,44.8,20.85,16.34,0.28,23.0
7.89,9.53,45.0,20.97,16.58,0.28,23.0
9.09,8.9,44.6,20.28,17.12,0.28,23.0
8.3,9.36,44.15,21.32,16.86,0.28,23.0
9.55,9.51,42.58,22.08,16.27,0.28,23.0
7.82,10.0,43.83,21.42,16.39,0.28,23.0
7.66,9.25,43.52,22.2,17.36,0.28,23.0
9.0,9.54,43.84,20.29,17.32,0.28,23.0
8.58,9.37,42.92,21.85,17.27,0.28,23.0
9.22,9.3,43.21,21.38,16.9,0.28,23.0
9.15,9.29,43.68,20.46,17.42,0.28,23.0
9.49,10.0,42.88,21.19,16.36,0.28,23.0
9.81,9.05,43.93,20.94,16.26,0.28,23.0
8.28,8.93,43.69,21.64,17.46,0.28,23.0
9.05,9.87,42.53,22.0,16.54,0.28,23.0
7.72,10.0,42.94,21.54,17.35,0.28,23.0
9.5,8.1,43.9,21.75,16.76,0.28,22.98
9.37,7.51,44.61,21.45,17.06,0.28,22.98
7.96,7.78,45.0,21.13,16.55,0.28,22.98
8.84,7.7,44.44,22.11,16.91,0.28,22.98
8.23,8.61,44.06,22.24,16.86,0.28,22.98
8.01,7.99,44.91,21.82,17.26,0.28,22.98
8.15,8.66,45.0,20.93,16.54,0.28,22.98
8.51,7.88,45.0,22.14,16.46,0.28,22.98
8.62,8.48,44.74,21.5,16.67,0.28,22.98
9.65,8.6,43.64,21.83,16.29,0.28,22.98
9.93,7.54,43.88,22.01,16.65,0.28,22.98
9.16,8.07,44.54,21.24,17.0,0.28,22.98
9.41,8.45,42.91,22.5,16.74,0.28,22.98
9.89,7.66,44.47,21.43,16.55,0.28,22.98
9.25,8.64,45.0,20.57,16.41,0.28,22.98
8.64,8.48,43.66,21.87,17.35,0.28,22.98
8.62,7.73,45.0,21.18,16.99,0.28,22.98
9.74,8.33,42.6,22.05,17.27,0.28,22.98
8.75,8.24,44.74,21.46,16.81,0.28,22.98
9.82,7.69,43.76,21.6,17.13,0.28,22.98
8.05,8.0,44.51,22.26,17.17,0.28,22.98
7.7,8.67,44.25,21.9,17.48,0.28,22.98
11.61,8.88,42.93,20.0,16.75,0.28,22.97
10.2,9.1,42.52,20.69,17.48,0.28,22.97
10.95,9.0,43.47,20.31,16.27,0.28,22.97
10.68,8.87,43.0,20.82,16.63,0.28,22.97
10.77,7.82,43.78,21.19,16.44,0.28,22.95
10.21,8.73,43.01,21.02,17.02,0.28,22.95
10.48,8.12,42.7,21.95,16.75,0.28,22.95
10.02,8.01,43.3,21.32,17.35,0.28,22.95
10.45,8.33,42.87,21.69,16.65,0.28,22.95
10.49,8.27,43.42,20.92,16.9,0.28,22.95
10.12,8.29,44.08,20.84,16.68,0.28,22.95
10.71,7.83,42.99,21.2,17.27,0.28,22.95
10.22,7.97,43.06,21.86,16.89,0.28,22.95
7.36,7.93,42.36,24.9,17.44,0.28,21.94
6.26,5.5,44.21,24.93,19.09,0.28,20.62
5.37,5.35,44.45,24.83,20.0,0.28,20.62
7.35,5.93,42.96,23.6,20.0,0.28,20.62
6.15,5.7,43.97,24.56,19.62,0.28,20.62
5.7,6.15,45.0,22.84,19.55,0.28,20.62
5.75,5.86,44.71,23.45,20.0,0.28,20.62
6.14,5.27,45.0,23.47,19.2,0.28,20.62
